tempo,Vo
1782573969.842,456
1782573969.852,455
1782573969.862,456
1782573969.872,458
1782573969.882,454
1782573969.892,453
1782573969.902,454
1782573969.912,452
1782573969.922,451
1782573969.932,454
1782573969.942,454
1782573969.952,454
1782573969.996,453
1782573969.997,453
1782573969.997,453
1782573970,454
1782573970.002,456
1782573970.013,456
1782573970.03,456
1782573970.032,455
1782573970.042,455
1782573970.053,455
1782573970.062,453
1782573970.072,455
1782573970.082,456
1782573970.092,454
1782573970.103,455
1782573970.113,456
1782573970.123,454
1782573970.134,454
1782573970.144,457
1782573970.153,456
1782573970.163,454
1782573970.173,456
1782573970.184,455
1782573970.193,455
1782573970.203,455
1782573970.213,454
1782573970.224,456
1782573970.233,453
1782573970.243,454
1782573970.253,455
1782573970.264,453
1782573970.274,456
1782573970.284,455
1782573970.295,454
1782573970.305,455
1782573970.315,455
1782573970.324,455
1782573970.334,455
1782573970.345,456
1782573970.355,456
1782573970.364,453
1782573970.374,453
1782573970.385,456
1782573970.395,455
1782573970.404,454
1782573970.414,455
1782573970.438,457
1782573970.439,453
1782573970.444,452
1782573970.454,453
1782573970.465,449
1782573970.475,452
1782573970.485,453
1782573970.494,454
1782573970.505,452
1782573970.515,452
1782573970.525,451
1782573970.534,450
1782573970.545,450
1782573970.555,449
1782573970.565,451
1782573970.574,450
1782573970.585,451
1782573970.595,453
1782573970.605,452
1782573970.615,455
1782573970.626,453
1782573970.636,451
1782573970.646,452
1782573970.656,453
1782573970.666,452
1782573970.676,453
1782573970.686,452
1782573970.696,452
1782573970.706,454
1782573970.716,453
1782573970.726,455
1782573970.736,455
1782573970.746,453
1782573970.756,454
1782573970.766,454
1782573970.776,454
1782573970.786,455
1782573970.797,455
1782573970.807,453
1782573970.817,455
1782573970.828,455
1782573970.837,456
1782573970.847,455
1782573970.857,452
1782573970.867,453
1782573970.877,453
1782573970.887,454
1782573970.898,455
1782573970.907,453
1782573970.917,455
1782573970.927,455
1782573970.937,453
1782573970.948,456
1782573970.957,455
1782573970.967,454
1782573970.977,454
1782573970.988,456
1782573970.998,455
1782573971.007,453
1782573971.017,455
1782573971.028,455
1782573971.038,452
1782573971.047,455
1782573971.057,455
1782573971.067,454
1782573971.078,455
1782573971.087,454
1782573971.097,455
1782573971.107,454
1782573971.118,454
1782573971.128,453
1782573971.138,456
1782573971.148,457
1782573971.159,454
1782573971.169,457
1782573971.178,458
1782573971.188,455
1782573971.199,457
1782573971.209,458
1782573971.218,455
1782573971.229,455
1782573971.239,456
1782573971.249,457
1782573971.258,454
1782573971.268,454
1782573971.279,455
1782573971.289,453
1782573971.299,453
1782573971.309,457
1782573971.32,455
1782573971.33,453
1782573971.34,451
1782573971.349,452
1782573971.36,451
1782573971.37,450
1782573971.38,450
1782573971.389,446
1782573971.4,451
1782573971.41,453
1782573971.42,454
1782573971.429,455
1782573971.439,457
1782573971.45,456
1782573971.46,455
1782573971.469,455
1782573971.48,454
1782573971.49,456
1782573971.5,455
1782573971.51,455
1782573971.519,454
1782573971.53,455
1782573971.54,456
1782573971.551,454
1782573971.559,457
1782573971.57,453
1782573971.58,452
1782573971.59,450
1782573971.599,448
1782573971.61,445
1782573971.62,444
1782573971.63,443
1782573971.64,441
1782573971.651,443
1782573971.661,445
1782573971.671,445
1782573971.682,448
1782573971.691,450
1782573971.701,451
1782573971.711,452
1782573971.721,452
1782573971.731,454
1782573971.741,452
1782573971.751,454
1782573971.761,455
1782573971.771,455
1782573971.781,456
1782573971.791,454
1782573971.802,455
1782573971.812,453
1782573971.822,455
1782573971.832,455
1782573971.842,456
1782573971.853,455
1782573971.862,453
1782573971.872,455
1782573971.883,453
1782573971.893,453
1782573971.902,453
1782573971.912,451
1782573971.922,456
1782573971.933,456
1782573971.942,457
1782573971.952,455
1782573971.962,454
1782573971.973,452
1782573971.982,449
1782573971.992,448
1782573972.002,447
1782573972.013,450
1782573972.023,452
1782573972.032,450
1782573972.043,453
1782573972.053,453
1782573972.063,452
1782573972.072,455
1782573972.082,453
1782573972.093,454
1782573972.103,454
1782573972.112,453
1782573972.122,455
1782573972.133,453
1782573972.143,454
1782573972.153,455
1782573972.163,455
1782573972.174,455
1782573972.184,454
1782573972.194,453
1782573972.203,450
1782573972.213,448
1782573972.224,444
1782573972.234,441
1782573972.243,437
1782573972.254,434
1782573972.264,429
1782573972.274,424
1782573972.283,420
1782573972.293,415
1782573972.304,410
1782573972.314,405
1782573972.324,401
1782573972.335,396
1782573972.345,393
1782573972.355,389
1782573972.365,381
1782573972.374,374
1782573972.385,358
1782573972.395,341
1782573972.405,318
1782573972.414,296
1782573972.425,268
1782573972.435,238
1782573972.445,206
1782573972.454,175
1782573972.465,142
1782573972.475,114
1782573972.485,88
1782573972.495,71
1782573972.505,54
1782573972.515,43
1782573972.525,36
1782573972.535,32
1782573972.545,28
1782573972.555,26
1782573972.565,27
1782573972.575,28
1782573972.585,29
1782573972.595,28
1782573972.605,26
1782573972.615,26
1782573972.625,24
1782573972.635,24
1782573972.645,23
1782573972.655,23
1782573972.666,24
1782573972.676,23
1782573972.686,24
1782573972.696,23
1782573972.707,23
1782573972.716,21
1782573972.726,21
1782573972.736,23
1782573972.747,22
1782573972.756,21
1782573972.766,20
1782573972.776,21
1782573972.787,20
1782573972.796,17
1782573972.806,17
1782573972.816,16
1782573972.827,15
1782573972.837,13
1782573972.847,13
1782573972.857,14
1782573972.868,15
1782573972.878,15
1782573972.887,15
1782573972.897,14
1782573972.908,14
1782573972.918,14
1782573972.927,14
1782573972.937,15
1782573972.948,15
1782573972.958,14
1782573972.967,15
1782573972.977,13
1782573972.988,13
1782573972.998,16
1782573973.007,19
1782573973.017,19
1782573973.027,22
1782573973.038,24
1782573973.048,23
1782573973.057,26
1782573973.068,27
1782573973.078,27
1782573973.088,28
1782573973.097,28
1782573973.107,27
1782573973.118,26
1782573973.128,26
1782573973.137,25
1782573973.148,24
1782573973.158,22
1782573973.168,20
1782573973.178,19
1782573973.188,16
1782573973.199,15
1782573973.209,13
1782573973.219,11
1782573973.229,13
1782573973.239,13
1782573973.249,14
1782573973.259,14
1782573973.269,13
1782573973.279,16
1782573973.289,16
1782573973.299,16
1782573973.309,17
1782573973.319,19
1782573973.329,19
1782573973.341,18
1782573973.35,20
1782573973.36,20
1782573973.37,20
1782573973.38,20
1782573973.39,18
1782573973.4,19
1782573973.41,18
1782573973.421,18
1782573973.43,18
1782573973.44,19
1782573973.45,18
1782573973.46,20
1782573973.47,22
1782573973.48,23
1782573973.49,27
1782573973.5,27
1782573973.511,28
1782573973.52,28
1782573973.53,28
1782573973.54,29
1782573973.55,29
1782573973.561,29
1782573973.57,27
1782573973.58,27
1782573973.59,23
1782573973.601,24
1782573973.61,26
1782573973.62,29
1782573973.63,29
1782573973.641,33
1782573973.65,34
1782573973.66,41
1782573973.67,46
1782573973.681,52
1782573973.691,57
1782573973.701,64
1782573973.711,66
1782573973.722,72
1782573973.732,75
1782573973.741,77
1782573973.751,79
1782573973.762,79
1782573973.772,79
1782573973.781,81
1782573973.791,79
1782573973.802,75
1782573973.812,73
1782573973.821,69
1782573973.831,66
1782573973.842,60
1782573973.852,55
1782573973.862,47
1782573973.872,43
1782573973.883,40
1782573973.893,36
1782573973.903,35
1782573973.912,31
1782573973.922,29
